hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,alt_hcpcs_cpt,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,rate_category,payer_name,carrier,plan_type,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
140155,2.66738E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUECHS01_BLUE_CROSS_POSCHOICE_SELECT_1540, UnitedHealthcare, PPO,47554.47,,,,
140155,3.41917E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGLPLU01_Cigna_Local_Plus_Product_1567, UnitedHealthcare, PPO,42091.88,,,,
140155,3.68209E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUPHP02_Blue_Cross_PHPClinOPRCRREF_1539, Cigna, HMO,52632.22,,,,
140155,3.92863E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNHM01_CIGNA_HMO_1476, Humana, HMO,42091.88,,,,
140155,3.97808E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNPP01_CIGNA_PPOPOSOA_1473, Humana, POS/Choice,58832.42,,,,
140155,4.32497E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHPP00_UNITED_HLTHCR_PPOPOSOA_87726_1566, UnitedHealthcare, PPO,63071,,,,
140155,4.67742E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNTPH00_CIGNA_TPARENTAL_1473, UnitedHealthcare, PPO,58832.42,,,,
140155,4.98172E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCFEP01_BLUE_CROSS_FEDERAL_1538, Healthlink, PPO,61836.31,,,,
140155,5.46435E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCLOC01_BLUE_CROSS_LOCALS_1538, Blue Cross, Local/Regional,61836.31,,,,
140155,6.01905E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,COVHM01_COVENTRY_HMO_1477, Blue Cross, HMO,38093.82,,,,
140155,6.24668E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUPHP01_Blue_Cross_PHPIPOBSSDCED_1539, UnitedHealthcare, Other,52632.22,,,,
140155,6.26387E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHM02_BC_HMOOTH_ALL_SEC_1539, Blue Cross, HMO,52632.22,,,,
140155,6.32756E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UMRHM00_UMR_UNITED_MEDICAL_RESOURCES_1566, Blue Cross, Local/Regional,63071,,,,
140155,6.49341E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,IMAHE01_Imagine_Health_PPO_1480, UnitedHealthcare, Other,61713.37,,,,
140155,6.9433E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCPP02_BLUE_CROSS_PPO_1538, Blue Cross, HMO,61836.31,,,,
140155,7.15762E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCSOI01_BC_HMOBlue_Adv_State_of_IL_1539, Blue Cross, HMO,52632.22,,,,
140155,7.21979E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHPP002_UNITED_HLTHCR_PPOPOSOA_87726_1566, UnitedHealthcare, PPO,63071,,,,
140155,7.69358E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHM01_BC_HMOIP_OBS_SDC_ED_1539, Blue Cross, HMO,52632.22,,,,
140155,8.05286E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAPP01_HEALTH_ALLIANCE_PPO_1478, Health Alliance, PPO,44785.76,,,,
140155,8.19809E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHIN00_UNITED_HEALTHCARE_INDEMNITY_1566, UnitedHealthcare, PPO,63071,,,,
140155,8.59689E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHTPH00_UNITED_HEALTHCARE_TPARENTAL_1566, UnitedHealthcare, PPO,63071,,,,
140155,9.09902E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMPC_BLUE_CROSS_HMO_PRIMARY_CARE_1539, Blue Cross, HMO,52632.22,,,,
140155,9.27145E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAPP00_Health_Alliance_Other_1478, Health Alliance, PPO,44785.76,,,,
140155,9.38582E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,max,Max_Negotiated_Rate,Other, HMO,63071,,,,
140155,9.66196E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCIN01_BLUE_CROSSBLUE_SHIELD_1538, Blue Cross, Local/Regional,61836.31,,,,
140155,9.88586E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMAC01_BC_HMOACC458IPOBSSDCEDNST_1539, Blue Cross, HMO,52632.22,,,,
140155,1.011E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNPP02_CIGNA_PPOPOSOA_1473, Cigna, PPO,58832.42,,,,
140155,1.01912E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEASOI01_Healthlink_State_of_Illinois_1479, Healthlink, Local/Regional,61467.5,,,,
140155,1.08055E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCOS02_BLUE_CROSS_OUT_OF_STATE_1538, Blue Cross, Local/Regional,61836.31,,,,
140155,1.10537E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUMHSC02_BC_SCMCR_HMOCL_OPRCRREFLAB_1538, Blue Cross, HMO,61836.31,,,,
140155,1.11162E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMS00_BC_HMOOTH_OP_SVCS_1539, Blue Cross, HMO,52632.22,,,,
140155,1.21204E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAHM001_HEALTH_ALLIANCE_HMOPOS_1478, Health Alliance, HMO,44785.76,,,,
140155,1.21774E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCLOC02_Blue_Cross_Locals_1538, Blue Cross, Local/Regional,61836.31,,,,
140155,1.30344E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNISTR01_UHC_STUDENT_RESOURCES_1566, UnitedHealthcare, PPO,63071,,,,
140155,1.39364E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHHM002_UNITED_HEALTH_CARE_HMO_87726_1566, UnitedHealthcare, HMO,63071,,,,
140155,1.44854E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHPP01_Blue_Choice_UniteHere_Select_1540, Blue Cross, POS/Choice,47554.47,,,,
140155,1.48112E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHHM00_United_Healthcare_HMO_87726_1566, UnitedHealthcare, HMO,63071,,,,
140155,1.48454E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HUMAPP01_HUM_PPOEPO_1482, Humana, PPO,56208.02,,,,
140155,1.50477E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNHM02_CIGNA_HMO_1476, Cigna, HMO,42091.88,,,,
140155,1.50497E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HUMAHM02_HUM_HMOPOS_1481, Humana, HMO,34213.35,,,,
140155,1.52203E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCOS01_BLUE_CROSS_OUT_OF_STATE_1538, Blue Cross, Local/Regional,61836.31,,,,
140155,1.53416E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGHPP01_CIGNAHEALTHLINK_1473, Cigna, PPO,58832.42,,,,
140155,1.53611E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HUMAHM01_HUM_HMOPOS_1481, Humana, HMO,34213.35,,,,
140155,1.6542E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMDR_BC_SITE_99IPOBSSDCEDNST_1539, Blue Cross, HMO,52632.22,,,,
140155,1.66306E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CATUHC01_CATERPILLARUHC_1566,Other, HMO,63071,,,,
140155,1.69038E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,FIRHPP01_FIRST_HEALTH_COVENTRY_1477,Other, PPO,38093.82,,,,
140155,1.70916E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCPP01_BLUE_CROSS_PPO_1538, Blue Cross, PPO,61836.31,,,,
140155,1.72508E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEALHM00_HEALTHLINK_HMO_1479, Healthlink, HMO,61467.5,,,,
140155,1.74353E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,NALCPP01_NALC_active_employees_1473,Other, PPO,58832.42,,,,
140155,1.75629E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMSC_BC_SILVER_CRIPOBSSDCEDNST_1539, Blue Cross, HMO,52632.22,,,,
140155,1.77498E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,min,Min_Negotiated_Rate,Other, HMO,33139,,,,
140174,1.32128E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCLOC02_Blue_Cross_Locals_1136, Blue Cross, Local/Regional,62140.97,,,,
140174,1.69472E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUPHP02_Blue_Cross_PHPClinOPRCRREF_1135, Blue Cross, PPO,52888.78,,,,
140174,1.69869E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,IMAGTPH00_IMAGINE_HEALTH_TPA_1090,Other, HMO,61713.37,,,,
140174,1.74438E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,min,Min_Negotiated_Rate,Other, HMO,33139,,,,
140174,2.29455E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLCHMAD02_BC_ADVOCST600CLINOPRCRREF_1135, Blue Cross, HMO,52888.78,,,,
140174,2.37844E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,cash,SP_SELF_PAY_INSURANCE_1135, Self Pay, Other,52888.78,,,,
140174,2.39287E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCOS01_BLUE_CROSS_OUT_OF_STATE_1136, Blue Cross, Local/Regional,62140.97,,,,
140174,2.53024E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHIN00_UNITED_HEALTHCARE_INDEMNITY_1165, UnitedHealthcare, PPO,63071,,,,
140174,2.62721E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHHM00_United_Healthcare_HMO_87726_1165, UnitedHealthcare, HMO,63071,,,,
140174,2.70031E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMDR2_BC_SITE_99CLIN_OPRCRREF_LAB_1135, Blue Cross, HMO,52888.78,,,,
140174,3.09105E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAPP01_HEALTH_ALLIANCE_PPO_1088, Health Alliance, PPO,44785.76,,,,
140174,3.83468E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,FIRHPP01_FIRST_HEALTH_COVENTRY_1087,Other, PPO,51787.71,,,,
140174,4.03135E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMPC_BLUE_CROSS_HMO_PRIMARY_CARE_1135, Blue Cross, HMO,52888.78,,,,
140174,4.42317E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CATMC01_CATERPILLAR_MANAGED_CARE_1136, Caterpillar, HMO,62140.97,,,,
140174,4.48999E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEALHM00_HEALTHLINK_HMO_1089, Healthlink, HMO,61467.5,,,,
140174,4.78754E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,MCR_MEDICARE_1165, Medicare, Medicare/Medicaid,63071,,,,
140174,4.84131E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCFEP01_BLUE_CROSS_FEDERAL_1136, Blue Cross, PPO,62140.97,,,,
140174,5.123E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMS00_BC_HMOOTH_OP_SVCS_1135, Blue Cross, HMO,52888.78,,,,
140174,5.17567E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHM02_BC_HMOOTH_ALL_SEC_1135, Blue Cross, HMO,52888.78,,,,
140174,6.06351E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAHM001_HEALTH_ALLIANCE_HMOPOS_1088, Health Alliance, HMO,44785.76,,,,
140174,6.09847E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCSOI01_BC_HMOBlue_Adv_State_of_IL_1135, Blue Cross, HMO,52888.78,,,,
140174,6.50934E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMDR_BC_SITE_99IPOBSSDCEDNST_1135, Blue Cross, HMO,52888.78,,,,
140174,7.04229E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNPP01_CIGNA_PPOPOSOA_1084, Cigna, PPO,58832.42,,,,
140174,7.04357E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAASOI01_Health_AllianceHMO_State_of_IL_1088, Health Alliance, HMO,44785.76,,,,
140174,7.07372E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNHM01_CIGNA_HMO_1086, Cigna, HMO,42091.88,,,,
140174,7.11548E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,GREWPP00_Great_West_PPO_1084, Great West, PPO,58832.42,,,,
140174,8.29628E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGLPLO01_CIGNA_LOCAL_PLUS_OUTOFNETWORK_1086, Cigna, Local/Regional,42091.88,,,,
140174,8.43783E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,GREWHM00_GREAT_WEST_HMOOA_1084, Great West, HMO,58832.42,,,,
140174,8.68541E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUFVBH01_BLUE_CROSS_FVMBH_1135, Blue Cross, PPO,52888.78,,,,
140174,8.98119E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCPP02_BLUE_CROSS_PPO_1136, Blue Cross, PPO,62140.97,,,,
140174,9.10905E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNPP02_CIGNA_PPOPOSOA_1084, Cigna, PPO,58832.42,,,,
140174,9.12089E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,NALCPP01_NALC_active_employees_1084,Other, PPO,58832.42,,,,
140174,9.4335E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCPP01_BLUE_CROSS_PPO_1136, Blue Cross, PPO,62140.97,,,,
140174,9.60737E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGCON01_Cigna_Connect_Network_HMO_1085, Cigna, HMO,33139,,,,
140174,9.67113E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHM01_BC_HMOIP_OBS_SDC_ED_1135, Blue Cross, HMO,52888.78,,,,
140174,1.00495E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUPHP01_Blue_Cross_PHPIPOBSSDCED_1135, Blue Cross, HMO,52888.78,,,,
140174,1.05617E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCIN01_BLUE_CROSS_INDEMNITYSUPPL_1136, Blue Cross, PPO,62140.97,,,,
140174,1.06527E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHHM002_UNITED_HEALTH_CARE_HMO_87726_1165, UnitedHealthcare, HMO,63071,,,,
140174,1.08376E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCLOC01_BLUE_CROSS_LOCALS_1136, Blue Cross, Local/Regional,62140.97,,,,
140174,1.08835E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNTPH00_CIGNA_TPARENTAL_1084, Cigna, PPO,58832.42,,,,
140174,1.14477E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEASOI01_Healthlink_State_of_Illinois_1089, Healthlink, Local/Regional,61467.5,,,,
140174,1.18657E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UMRHM00_UMR_UNITED_MEDICAL_RESOURCES_1165, UnitedHealthcare, PPO,63071,,,,
140174,1.25774E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLCHMAD01_BC_ADVOSite600IPOBVSDCED_1135, Blue Cross, HMO,52888.78,,,,
140174,1.3368E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUECHS01_BLUE_CROSS_POSCHOICE_SELECT_1134, Blue Cross, POS/Choice,47789.65,,,,
140174,1.35823E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,GOLRPP00_GOLDEN_RULE_PPO_UHC_1165, Golden Rule/UnitedHealthcare, PPO,63071,,,,
140174,1.41256E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGHPP01_CIGNAHEALTHLINK_1084, Cigna, PPO,58832.42,,,,
140174,1.48327E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCOS02_BLUE_CROSS_OUT_OF_STATE_1136, Blue Cross, Local/Regional,62140.97,,,,
140174,1.60155E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHMKI_BLUE_CROSS_HMO_KANE_IPA_1135, Blue Cross, HMO,52888.78,,,,
140174,1.6365E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAAPP00_Health_Alliance_Other_1088, Health Alliance, PPO,44785.76,,,,
140174,1.64951E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHPP00_UNITED_HLTHCR_PPOPOSOA_87726_1165, UnitedHealthcare, PPO,63071,,,,
140174,1.66954E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,IMAHE01_Imagine_Health_PPO_1090,Other, PPO,61713.37,,,,
140174,1.70052E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,max,Max_Negotiated_Rate,Other, HMO,63071,,,,
140174,1.74555E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HUMAHM01_HUM_HMOPOS_1091, Humana, HMO,34213.35,,,,
140174,1.77249E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCHPP01_Blue_Choice_UniteHere_Select_1134, Blue Cross, POS/Choice,47789.65,,,,
140174,1.81173E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,GREWHM01_GREAT_WEST_HMOOA_1084, Great West, HMO,58832.42,,,,
140174,1.84202E+19,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HUMAPP01_HUM_PPOEPO_1092, Humana, PPO,56208.02,,,,
140180,3.68505E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000607_BC_AMITA_HMO_2040,Other, HMO,52632.22,,,,
140180,5.68397E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004618_UHC_GENERIC_2126, UnitedHealthcare, PPO,63071,,,,
140180,6.418E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004609_UHC_OXFORD_HEALTH_PLANS_2126, UnitedHealthcare, PPO,63071,,,,
140180,6.45966E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004602_UHC_CHOICE_2126, UnitedHealthcare, PPO,63071,,,,
140180,7.8843E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000610_SWEDISH_COVENANT_PHYSICIAN_PARTNERS_2040,Other, PPO,52632.22,,,,
140180,9.30578E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000912_NALC_CIGNA_1807, Cigna, PPO,59121.05,,,,
140180,9.5847E+17,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000621_RPPGHMOIBLUE_ADV_2040, Blue Cross, Medicare/Medicaid,52632.22,,,,
140180,1.08231E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000108_BLUE_CROSS_PPO_2038, Blue Cross, PPO,61836.31,,,,
140180,1.64413E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000103_BlueCross_POSChoice_Select_2039, Blue Cross, POS/Choice,47554.47,,,,
140180,2.09707E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000904_CIGNA_POS_1807, Cigna, POS/Choice,59121.05,,,,
140180,2.26089E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000620_RAVENSWOOD_RPA_HMOIBLUE_ADV_2040, Blue Cross, Medicare/Medicaid,52632.22,,,,
140180,2.51335E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000905_CIGNA_PPOEPOOA_1807, Cigna, PPO,59121.05,,,,
140180,2.53564E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000601_BLUE_CROSS_INDEMNITYSUPPLEMENT_2038, Blue Cross, PPO,61836.31,,,,
140180,2.54543E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002204_HEALTHLINK_STATE_OF_ILLINOIS_1825, Healthlink, Local/Regional,61467.5,,,,
140180,2.58269E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004619_UHC_ALL_SAVERS_2126, UnitedHealthcare, PPO,63071,,,,
140180,2.8161E+18,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004608_UHC_OPTIONS_PPO_2129, UnitedHealthcare, PPO,63071,,,,
