id,ein,name,alt_name,system_name,addr,city,state,zip,phone,urban_rural,category,control_type,medicare_termination_status,last_updated,file_name,mrf_url,permalink,transparency_page,additional_notes
140242,36-2513909,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,Northwestern Medicine Central DuPage Hospital,Northwestern Memorial Medicine,25 NORTH WINFIELD ROAD,WINFIELD,IL,60190,6306821600,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-03-01,36-2513909-northwestern-medicine-central-dupage-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/36-2513909-northwestern-medicine-central-dupage-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
140243,,CARLE PAVILION INC,,,809 W CHURCH ST,CHAMPAIGN,IL,61820,2173517200,U,Short Term,FOR PROFIT - CORPORATION,VOLUNTARY-OTHER REASON FOR WITHDRAWAL,,,,,,
140245,,MEMORIAL HOSPITAL,,,1900 STATE ST,CHESTER,IL,62233,6188264581,R,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140246,,FERRELL HOSPITAL INC,,,1201 PINE STREET,ELDORADO,IL,62930,6182733361,R,Short Term,NONPROFIT - CHURCH RELATED,OTHER-PROVIDER STATUS CHANGE,,,,,,
140247,,PEARCE HOSPITAL FOUNDATION INC,,,1901 ORGAN STREET,ELDORADO,IL,62930,,R,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140248,,PROVIDENT HOSPITAL TRAINING SCHOOL,,,500 EAST 51ST STREET,CHICAGO,IL,60615,3122855300,U,Short Term,FOR PROFIT - CORPORATION,INVOLUNTARY-FAILURE TO MEET HEALTH/SAFETY REQ,,,,,,
140249,,ELGIN STATE HOSP-MED & SURG DIV,,,750 S STATE ST,ELGIN,IL,60120,3127421040,U,Short Term,NONPROFIT - OTHER,VOLUNTARY-OTHER REASON FOR WITHDRAWAL,,,,,,
140250,,ADVOCATE SOUTH SUBURBAN HOSPITAL,Advocate South Suburban Hospital,,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,7087998000,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140251,,COMMUNITY FIRST MEDICAL CENTER,Community First Medical Center,,5645 W ADDISON STREET,CHICAGO,IL,60634,7732827000,U,Short Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
140252,,NORTHWEST COMMUNITY HOSPITAL 1,Northwest Community Hospital,NorthShore University Health System,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,8476181000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140253,,DOCTORS HOSP HYDE PK,,,5800 STONY ISLAND AVE,CHICAGO,IL,60637,7736439200,U,Short Term,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140258,36-2596381,ALEXIAN BROTHERS MEDICAL CENTER 1,Ascension Alexian Brothers,Ascension Healthcare,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,8474375500,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2022-09-30,362596381_amita-health-alexian-brothers-medical-center-elk-grove-village-and-amita-health-rehabilitation-hospital-elk-grove-village_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362596381_amita-health-alexian-brothers-medical-center-elk-grove-village-and-amita-health-rehabilitation-hospital-elk-grove-village_standardcharges.xlsx,,https://healthcare.ascension.org/price-transparency/price-transparency-files,
140261,,MARY THOMPSON HOSPITAL,,,140 N ASHLAND AVENUE,CHICAGO,IL,60607,3126667373,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140270,,CHICAGO-READ MENTAL HEALTH CENTER,,,4200 N OAK PARK AVE,CHICAGO,IL,60634,7944010,U,Short Term,NONPROFIT - OTHER,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140271,,PANA COMMUNITY HOSPITAL,,,101 E NINTH STREET,PANA,IL,62557,2175622131,R,Short Term,FOR PROFIT - CORPORATION,OTHER-PROVIDER STATUS CHANGE,,,,,,
140273,,ILLINOIS VETERANS HOME,,,1707 N TWELTH STREET,QUINCY,IL,62301,2172228641,R,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140275,,GENESIS HEALTH SYSTEM,Genesis Medical Center Silvis,Genesis Health System,801 ILLINI DR,SILVIS,IL,61282,3092814000,U,Short Term,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
140276,,LOYOLA UNIVERSITY MEDICAL CENTER,Loyola University Medical Center,Trinity Health,2160 S 1ST AVENUE,MAYWOOD,IL,60153,7082169000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140280,36-2739299,TRINITY ROCK ISLAND,Trinity Rock Island,Unitypoint Health,2701 17TH ST,ROCK ISLAND,IL,61201,3097795000,U,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,2023-04-26,362739299_unitypoint-health---trinity-rock-island_standardcharges.json,https://search.hospitalpriceindex.com/hpi2/machineReadable/UnityPointHealth-TrinityRockIsland/7959or,,https://www.unitypoint.org/patients-and-visitors/billing-and-financial-information/price-transparency,
140281,37-0960170,NORTHWESTERN MEMORIAL HOSPITAL,Northwestern Memorial Hospital,Northwestern Memorial Medicine,251 E HURON ST,CHICAGO,IL,60611,3129262000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-03-01,37-0960170-northwestern-memorial-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/37-0960170-northwestern-memorial-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
140283,,CHILDRENS MEMORIAL HOSPITAL,,,2300 CHILDRENS PLAZA,CHICAGO,IL,60614,3128804000,U,Short Term,FOR PROFIT - CORPORATION,OTHER-PROVIDER STATUS CHANGE,,,,,,
140285,,DOCTORS HOSPITAL,,,5230 SOUTH 6TH STREET,SPRINGFIELD,IL,62794,2175297151,U,Short Term,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140286,23-7087041,NORTHWESTERN MEDICINE KISHWAUKEE HOSPITAL,Northwestern Medicine Kishwaukee Hospital,Northwestern Memorial Medicine,ONE KISH HOSPITAL DRIVE,DEKALB,IL,60115,8157561521,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-03-01,23-7087041-northwestern-medicine-kishwaukee-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/23-7087041-northwestern-medicine-kishwaukee-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
140288,,ADVOCATE GOOD SAMARITAN HOSPITAL,Advocate Good Samaritan Hospital,Advocate Aurora Health,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,6302755900,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140289,,ANDERSON HOSPITAL,Anderson Hospital,,6800 STATE ROUTE 162,MARYVILLE,IL,62062,6182885711,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140290,36-4251846,ST ALEXIUS MEDICAL CENTER,Ascension Saint Alexius in Hoffman Estates,Ascension Healthcare,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,60169,8478432000,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2022-09-30,364251846_amita-health-st-alexius-medical-center-hoffman-estates-and-amita-health-women-and-childrens-hospital-hoffman-estates_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364251846_amita-health-st-alexius-medical-center-hoffman-estates-and-amita-health-women-and-childrens-hospital-hoffman-estates_standardcharges.xlsx,,https://healthcare.ascension.org/price-transparency/price-transparency-files,
140291,,ADVOCATE GOOD SHEPHERD HOSPITAL,Advocate Good Shepherd Hospital,Advocate Aurora Health,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,8473819600,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140292,,ADVENTHEALTH GLENOAKS,AdventHealth GlenOaks,AdventHealth,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,6305458000,U,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,,,,,,
140293,,GATEWAY COMMUNITY HOSPITAL,,,1509 MARTIN LUTHER KING DR,EAST ST LOUIS,IL,62201,6188747076,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140294,,CROSSROADS COMMUNITY HOSPITAL,Crossroads Community Hospital,,8 DOCTORS PARK RD,MOUNT VERNON,IL,62864,6182445500,R,Short Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
140295,,LEYDEN COMMUNITY HOSPITAL,,,365 EAST NORTH AVENUE,NORTHLAKE,IL,60164,3123458100,U,Short Term,FOR PROFIT - INDIVIDUAL,OTHER-PROVIDER STATUS CHANGE,,,,,,
140296,,MANTENO MENTAL HEALTH CENTER,,,100 BARNARD ROAD,MANTENO,IL,60950,8154683451,U,Short Term,NONPROFIT - OTHER,VOLUNTARY-OTHER REASON FOR WITHDRAWAL,,,,,,
140297,,RM HEALTH PROVIDERS LIMITED PARTNERSHP,,,5601 S COUNTY LINE RD,HINSDALE,IL,60521,7083235800,U,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140298,,OAK FOREST HOSPITAL,,,15900 SOUTH CICERO,OAK FOREST,IL,60452,3126877200,U,Short Term,GOVERNMENT - STATE,OTHER-PROVIDER STATUS CHANGE,,,,,,
140299,,PARKSIDE LUTHERAN HOSPITAL,,,1700 LUTHER LANE,PARK RIDGE,IL,60068,3126966050,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140300,,PROVIDENT HOSPITAL OF CHICAGO,Provident Hospital of Cook County,,500 E 51ST ST,CHICAGO,IL,60615,3125722000,U,Short Term,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
140301,,OAK FOREST HOSPITAL,,,159TH & CICERO AVENUE,OAK FOREST,IL,60452,7086877200,U,Short Term,GOVERNMENT - STATE,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140302,,VAN MATRE HEALTHSOUTH REHAB HOSPITAL,,,950 S MULFORD ROAD,ROCKFORD,IL,61108,8153818500,U,Short Term,NONPROFIT - CHURCH RELATED,OTHER-PROVIDER STATUS CHANGE,,,,,,
140303,,THSC LLC NEUROLOGIC AND ORTHOPEDIC INST OF CHGO,,,4501 N WINCHESTER AVENUE,CHICAGO,IL,60640,7732500000,U,Short Term,FOR PROFIT - PARTNERSHIP,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140304,,ADVENTHEALTH BOLINGBROOK,UChicago Medicine AdventHealth Bolingbrook,AdventHealth,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,6303125000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140305,,GREATER PEORIA SPECIALTY HOSPITAL,,,500 W ROMEO B GARRETT AVENUE,PEORIA,IL,61605,3096801500,U,Short Term,NONPROFIT - CHURCH RELATED,OTHER-PROVIDER STATUS CHANGE,,,,,,
140306,,"THC - CHICAGO, INC D/B/A KINDRED HOSP SPRINGFIELD",,,701 NORTH WALNUT STREET,SPRINGFIELD,IL,62702,2175281217,U,Short Term,NONPROFIT - CHURCH RELATED,OTHER-PROVIDER STATUS CHANGE,,,,,,
140307,37-0635502,MEMORIAL HOSPITAL EAST,Memorial Hospital East,,1404 CROSS STREET,SHILOH,IL,62269,6186071000,U,Short Term,FOR PROFIT - PARTNERSHIP,"VOLUNTARY-MERGER, CLOSURE",2023-04-28,370635502_MemorialHospital_standardcharges.json,https://www.bjc.org/Portals/0/PDF/rates/370635502_MemorialHospital_standardcharges.json,,https://www.bjc.org/For-Patients-Visitors/Financial-Assistance-Billing-Resources/BJC-Hospital-Rates,
141300,,THOMAS H BOYD MEMORIAL HOSPITAL,Thomas H. Boyd Memorial Hospital,,800 SCHOOL ST,CARROLLTON,IL,62016,2179426946,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141301,,KIRBY MEDICAL CENTER,Kirby Medical Center,,1000 MEDICAL CENTER DRIVE,MONTICELLO,IL,61856,2177622115,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141302,,MIDWEST MEDICAL CENTER,Midwest Medical Center,,1 MEDICAL CENTER DRIVE,GALENA,IL,61036,8157771340,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141303,,WARNER HOSPITAL AND HEALTH SERVICES,Warner Hospital and Healthcare Services,,422 W WHITE ST,CLINTON,IL,61727,2179359571,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141304,,"GENESIS MEDICAL CENTER, ALEDO","Genesis Medical Center, Aledo",,409 NW 9TH AVENUE,ALEDO,IL,61231,3095829100,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141305,,MEMORIAL HOSPITAL,Unity Point Health Memorial Hospital,Unitypoint Health,1454 N COUNTY ROAD 2050 E,CARTHAGE,IL,62321,2173578500,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141306,,COMMUNITY HOSPITAL OF STAUNTON,Community Hospital of Staunton,,400 N CALDWELL ST,STAUNTON,IL,62088,6186352200,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141307,,PINCKNEYVILLE COMMUNITY HOSPITAL,Pinckneyville Community Hospital,,5383 STATE ROUTE 154,PINCKNEYVILLE,IL,62274,6183572187,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141308,,WASHINGTON COUNTY HOSPITAL,Washington County Hospital,,705 S GRAND AVE,NASHVILLE,IL,62263,6183278236,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141309,,CARLE EUREKA HOSPITAL,Carle Eureka Hospital,Carle Health,101 S MAJOR ST,EUREKA,IL,61530,3094672371,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141310,,OSF SAINT PAUL MEDICAL CENTER,OSF Saint Paul Medical Center,OSF Healthcare System,1401 E 12TH STREET,MENDOTA,IL,61342,8155397461,R,Critical Access Hospitals,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
141311,,FAIRFIELD MEMORIAL HOSPITAL 1,Fairfield Memorial Hospital,,303 N W 11TH STREET,FAIRFIELD,IL,62837,6188422611,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141312,36-2548549,ROCHELLE COMMUNITY HOSPITAL,Rochelle Community Hospital,,900 N 2ND ST,ROCHELLE,IL,61068,8155622181,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2022-07-28,362548549_rochelle-community-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Rochelle_V3.aspx,,https://www.rochellehospital.com/patients-and-visitors/billing-insurance/price-estimator/,
141313,,MASON DISTRICT HOSPITAL,Mason District Hospital,,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,IL,62644,3095434431,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141314,,CORNERSTONE HEALTHCARE OF ILLINOIS,,,400 PLUM STREET,CARMI,IL,62821,6183824171,R,Critical Access Hospitals,GOVERNMENT - STATE,"VOLUNTARY-MERGER, CLOSURE",,,,,,
141315,,ILLINI COMMUNITY HOSPITAL,Illini Community Hospital,Blessing Health System,640 W WASHINGTON,PITTSFIELD,IL,62363,2172852113,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141316,,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,Carle Hoopeston Regional Health Center,Carle Health,701 EAST ORANGE STREET,HOOPESTON,IL,60942,2172835531,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141317,,GIBSON COMMUNITY HOSPITAL,Gibson Area Hospital & Health Services,,1120 N MELVIN STREET,GIBSON CITY,IL,60936,2177844251,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141318,,OSF HOLY FAMILY MEDICAL CENTER,OSF Holy Family Medical Center,OSF Healthcare System,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,3097343141,R,Critical Access Hospitals,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
141319,,HAMMOND HENRY HOSPITAL,Hammond-Henry Hospital,,600 N COLLEGE AVENUE,GENESEO,IL,61254,3099446431,U,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141320,,PARIS COMMUNITY HOSPITAL,Paris Community Hospital,,721 E COURT STREET,PARIS,IL,61944,2174654141,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141321,,FRANKLIN HOSPITAL,Franklin Hospital,,201 BAILEY LANE,BENTON,IL,62812,6184393161,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141322,,ABRAHAM LINCOLN MEMORIAL HOSPITAL,Lincoln Memorial Hospital,Memorial Health System,200 STAHLHUT DRIVE,LINCOLN,IL,62656,2177322161,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141323,,MASSAC MEMORIAL HOSPITAL,Massac Memorial Hospital,,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,6185242176,R,Critical Access Hospitals,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
141324,,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,Ferrell Hospital,,1201 PINE STREET,ELDORADO,IL,62930,6182733361,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141325,,OSF SAINT LUKE MEDICAL CENTER,OSF Saint Luke Medical Center,OSF Healthcare System,1051 WEST SOUTH STREET,KEWANEE,IL,61443,3098533361,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141326,,HAMILTON MEMORIAL HOSPITAL,Hamilton Memorial Hospital District,,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,6186432361,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141327,,WABASH GENERAL HOSPITAL 1,Wabash General Hospital,,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,6182628621,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141328,,HARDIN COUNTY GENERAL HOSPITAL,Hardin County General Hospital,,FERRELL ROAD,ROSICLARE,IL,62982,6182856634,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141329,,MORRISON COMMUNITY HOSPITAL,Morrison Community Hospital,,303 N JACKSON STREET,MORRISON,IL,61270,8157724003,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141330,,HOPEDALE HOSPITAL,Hopedale Medical Complex,,107 TREMONT STREET,HOPEDALE,IL,61747,3094494296,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141331,,MARSHALL BROWNING HOSPITAL,Marshall Browning Hospital,,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,6185422146,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141332,37-0661208,HILLSBORO AREA HOSPITAL,Hillsboro Area Hospital,,1200 E TREMONT STREET,HILLSBORO,IL,62049,2175326111,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2022-07-19,370661208_hillsboro-area-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Hillsboro_V2.aspx,,https://www.hillsboroareahospital.org/patient-billing/hospital-standard-charges/,
141333,,SARAH D CULBERTSON MEMORIAL HOSPITAL,Sarah D. Culbertson Memorial Hospital,,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,2173224321,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141334,,ST JOSEPH MEMORIAL HOSPITAL,SIH Saint Joseph Memorial Hospital,Southern Illinois Healthcare,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,6186843156,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141335,,MERCY HARVARD HOSPITAL,Mercyhealth Hospital and Medical Center-Harvard,Mercy Health System,901 S GRANT STREET,HARVARD,IL,60033,8159435431,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141336,,ST JOSEPH'S HOSPITAL,HSHS Saint Joseph's Hospital Highland,Hospital Sisters Health System,12866 TROXLER AVENUE,HIGHLAND,IL,62249,6186512600,U,Critical Access Hospitals,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
141337,,OSF SAINT CLARE MEDICAL CENTER,OSF Saint Clare Medical Center,OSF Healthcare System,530 PARK AVENUE EAST,PRINCETON,IL,61356,8158752811,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141338,,MEMORIAL HOSPITAL,Memorial Hospital,,1900 STATE ST,CHESTER,IL,62233,6188264581,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141339,,TAYLORVILLE MEMORIAL HOSPITAL,Taylorville Memorial Hospital,Memorial Health System,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,2178243331,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141340,36-4244337,NORTHWESTERN MEDICINE VALLEY WEST HOSPITAL,Northwestern Medicine Valley West Hospital,Northwestern Memorial Medicine,1301 NORTH MAIN STREET,SANDWICH,IL,60548,8157868484,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-03-01,36-4244337-northwestern-medicine-valley-west-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/36-4244337-northwestern-medicine-valley-west-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
141341,,PANA COMMUNITY HOSPITAL,Pana Community Hospital,,101 E NINTH STREET,PANA,IL,62557,2175622131,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141342,,UNION COUNTY HOSPITAL,Union County Hospital,,517 NORTH MAIN STREET,ANNA,IL,62906,6188334511,R,Critical Access Hospitals,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
141343,,CRAWFORD MEMORIAL HOSPITAL,Crawford Memorial Hospital,,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,6185443131,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141344,,LAWRENCE COUNTY MEMORIAL HOSPITAL,Lawrence County Memorial Hospital,,2200 STATE ST,LAWRENCEVILLE,IL,62439,6189431000,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141345,,SALEM TOWNSHIP HOSPITAL,Salem Township Hospital,,1201 RICKER DRIVE,SALEM,IL,62881,6185483194,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141346,,FAYETTE COUNTY HOSPITAL,Sarah Bush Lincoln Fayette County Hospital and Long Term Care,,7TH AND TAYLOR,VANDALIA,IL,62471,6182831231,R,Critical Access Hospitals,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,,,,,,
141347,,CARLINVILLE AREA HOSPITAL,Carlinville Area Hospital,,20733 N BROAD STREET,CARLINVILLE,IL,62626,2178543141,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141348,,RED BUD REGIONAL HOSPITAL,Red Bud Regional Hospital,,325 SPRING STREET,RED BUD,IL,62278,6182823831,R,Critical Access Hospitals,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
141349,,SPARTA COMMUNITY HOSPITAL,Sparta Community Hospital,,818 E BROADWAY,SPARTA,IL,62286,6184432177,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141350,,ST FRANCIS HOSPITAL,HSHS Saint Francis Hospital,Hospital Sisters Health System,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,2173242191,R,Critical Access Hospitals,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
141351,,CLAY COUNTY HOSPITAL,Clay County Hospital,SSM Health,911 STACY BURK DR,FLORA,IL,62839,6186622131,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141352,,JACKSONVILLE MEMORIAL HOSPITAL,Jacksonville Memorial Hospital,,1600 W WALNUT ST,JACKSONVILLE,IL,62650,2172459551,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
142004,,MARIANJOY REHABILITATION HOSPITAL,,,26 WEST 171 ROOSEVELT ROAD,WHEATON,IL,60189,3126537600,U,Long Term,FOR PROFIT - INDIVIDUAL,VOLUNTARY-OTHER REASON FOR WITHDRAWAL,,,,,,
142006,,KINDRED HOSPITAL - SYCAMORE,Kindred Hospital Sycamore,,225 EDWARD STREET,SYCAMORE,IL,60178,8158952144,U,Long Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
142007,,OAK FOREST HOSPITAL,,,159TH & CICERO AVE,OAK FOREST,IL,60452,7086332000,U,Long Term,GOVERNMENT - STATE,OTHER-PROVIDER STATUS CHANGE,,,,,,
142008,,KINDRED HOSPITAL - CHICAGO,Kindred Hospital Chicago - Northlake,,365 E NORTH AVE,NORTHLAKE,IL,60164,7732672620,U,Long Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
142009,,KINDRED - CHICAGO - LAKESHORE,Kindred Hospital Chicago Lakeshore,,6130 NORTH SHERIDAN ROAD,CHICAGO,IL,60660,7733811222,U,Long Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
142010,,RML HEALTH PROVIDERS LIMITED PARTNERSHIP,RML Specialty Hospital Hinsdale,,5601 S COUNTY LINE RD,HINSDALE,IL,60521,6302864123,U,Long Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
